"","Municipio","Año","Subtipo.de.delito","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","Total"
"275","Sayula",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"276","Tala",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"277","Talpa de Allende",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Tamazula de Gordiano",2015,"Acoso sexual",1,0,0,0,0,0,0,0,0,0,0,0,1
"279","Tapalpa",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"280","Tecalitlán",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"281","Techaluta de Montenegro",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Tecolotlán",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"283","Tenamaxtlán",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Teocaltiche",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Teocuitatlán de Corona",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Tepatitlán de Morelos",2015,"Acoso sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"287","Tequila",2015,"Acoso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"288","Teuchitlán",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Tizapán el Alto",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"290","Tlajomulco de Zúñiga",2015,"Acoso sexual",3,3,1,2,1,0,0,1,1,0,0,1,13
"291","Tolimán",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"292","Tomatlán",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"293","Tonalá",2015,"Acoso sexual",0,0,0,0,1,2,0,0,3,4,2,0,12
"294","Tonaya",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"295","Tonila",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"296","Totatiche",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"297","Tototlán",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Tuxcacuesco",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"299","Tuxcueca",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Tuxpan",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"301","Unión de San Antonio",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"302","Unión de Tula",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"303","Valle de Guadalupe",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"304","Valle de Juárez",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"305","Villa Corona",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"306","Villa Guerrero",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"307","Villa Hidalgo",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Villa Purificación",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Yahualica de González Gallo",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"310","Zacoalco de Torres",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Zapopan",2015,"Acoso sexual",2,2,0,1,0,2,0,1,5,5,5,1,24
"312","Zapotiltic",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"313","Zapotitlán de Vadillo",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Zapotlán del Rey",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Zapotlán el Grande",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,2,1,0,3
"316","Zapotlanejo",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Acatic",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"318","Acatlán de Juárez",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Ahualulco de Mercado",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"320","Amacueca",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"321","Amatitán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"322","Ameca",2015,"Feminicidio",0,0,0,0,0,0,0,0,1,0,0,0,1
"323","Arandas",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"324","Atemajac de Brizuela",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"325","Atengo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"326","Atenguillo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"327","Atotonilco el Alto",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"328","Atoyac",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"329","Autlán de Navarro",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"330","Ayotlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"331","Ayutla",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"332","Bolaños",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"333","Cabo Corrientes",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"334","Cañadas de Obregón",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"335","Casimiro Castillo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"336","Chapala",2015,"Feminicidio",0,0,0,1,0,0,0,0,0,0,0,0,1
"337","Chimaltitán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"338","Chiquilistlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"339","Cihuatlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"340","Cocula",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"341","Colotlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"342","Concepción de Buenos Aires",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"343","Cuautitlán de García Barragán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"344","Cuautla",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"345","Cuquío",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"346","Degollado",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Ejutla",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"348","El Arenal",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"349","El Grullo",2015,"Feminicidio",0,0,0,0,0,0,1,0,0,0,0,0,1
"350","El Limón",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"351","El Salto",2015,"Feminicidio",0,1,0,0,0,0,0,0,0,2,0,1,4
"352","Encarnación de Díaz",2015,"Feminicidio",0,1,0,0,0,0,0,1,0,0,0,0,2
"353","Etzatlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"354","Gómez Farías",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Guachinango",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"356","Guadalajara",2015,"Feminicidio",1,2,2,1,0,0,2,2,1,2,1,0,14
"357","Hostotipaquillo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Huejúcar",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Huejuquilla el Alto",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"360","Ixtlahuacán de los Membrillos",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"361","Ixtlahuacán del Río",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"362","Jalostotitlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"363","Jamay",2015,"Feminicidio",0,0,0,0,1,0,0,0,0,0,0,0,1
"364","Jesús María",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"365","Jilotlán de los Dolores",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"366","Jocotepec",2015,"Feminicidio",0,0,0,0,0,1,0,0,0,0,0,0,1
"367","Juanacatlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"368","Juchitlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"369","La Barca",2015,"Feminicidio",1,0,0,0,0,0,0,0,0,0,0,0,1
"370","La Huerta",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"371","La Manzanilla de la Paz",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"372","Lagos de Moreno",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"373","Magdalena",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"374","Mascota",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"375","Mazamitla",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"376","Mexticacán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"377","Mezquitic",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,1,0,0,1
"378","Mixtlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"379","No Especificado",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"380","Ocotlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"381","Ojuelos de Jalisco",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"382","Pihuamo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"383","Poncitlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"384","Puerto Vallarta",2015,"Feminicidio",0,0,1,0,0,0,0,0,0,0,0,0,1
"385","Quitupan",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"386","San Cristóbal de la Barranca",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"387","San Diego de Alejandría",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"388","San Gabriel",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"389","San Ignacio Cerro Gordo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"390","San Juan de los Lagos",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"391","San Juanito de Escobedo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"392","San Julián",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"393","San Marcos",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"394","San Martín de Bolaños",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"395","San Martín Hidalgo",2015,"Feminicidio",0,0,0,0,0,0,0,0,1,0,0,0,1
"396","San Miguel el Alto",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"397","San Pedro Tlaquepaque",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"398","San Sebastián del Oeste",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"399","Santa María de los Ángeles",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"400","Santa María del Oro",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"401","Sayula",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,1,0,0,1
"402","Tala",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"403","Talpa de Allende",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"404","Tamazula de Gordiano",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"405","Tapalpa",2015,"Feminicidio",0,0,0,0,1,0,0,0,0,0,0,0,1
"406","Tecalitlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"407","Techaluta de Montenegro",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"408","Tecolotlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"409","Tenamaxtlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"410","Teocaltiche",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"411","Teocuitatlán de Corona",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"412","Tepatitlán de Morelos",2015,"Feminicidio",0,0,0,0,0,0,0,1,1,0,0,0,2
"413","Tequila",2015,"Feminicidio",0,1,0,0,0,0,0,0,1,0,1,0,3
"414","Teuchitlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"415","Tizapán el Alto",2015,"Feminicidio",0,0,0,0,0,1,0,0,0,0,0,0,1
"416","Tlajomulco de Zúñiga",2015,"Feminicidio",1,0,2,0,0,2,0,1,1,0,0,0,7
"417","Tolimán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"418","Tomatlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"419","Tonalá",2015,"Feminicidio",0,0,1,0,0,0,1,0,0,0,0,2,4
"420","Tonaya",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"421","Tonila",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"422","Totatiche",2015,"Feminicidio",0,0,1,0,0,0,0,0,0,0,0,0,1
"423","Tototlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"424","Tuxcacuesco",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"425","Tuxcueca",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"426","Tuxpan",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,1,0,0,1
"427","Unión de San Antonio",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"428","Unión de Tula",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"429","Valle de Guadalupe",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"430","Valle de Juárez",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"431","Villa Corona",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"432","Villa Guerrero",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"433","Villa Hidalgo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"434","Villa Purificación",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"435","Yahualica de González Gallo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"436","Zacoalco de Torres",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"437","Zapopan",2015,"Feminicidio",1,0,0,0,0,1,1,0,0,1,0,2,6
"438","Zapotiltic",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"439","Zapotitlán de Vadillo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Zapotlán del Rey",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"441","Zapotlán el Grande",2015,"Feminicidio",0,0,1,0,0,0,0,0,0,0,0,0,1
"442","Zapotlanejo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"443","Acatic",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"444","Acatlán de Juárez",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"445","Ahualulco de Mercado",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"446","Amacueca",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"447","Amatitán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"448","Ameca",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"449","Arandas",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"450","Atemajac de Brizuela",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"451","Atengo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"452","Atenguillo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"453","Atotonilco el Alto",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"454","Atoyac",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"455","Autlán de Navarro",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"456","Ayotlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"457","Ayutla",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Bolaños",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"459","Cabo Corrientes",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"460","Cañadas de Obregón",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Casimiro Castillo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"462","Chapala",2015,"Hostigamiento sexual",0,0,0,0,0,1,0,0,0,0,0,0,1
"463","Chimaltitán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"464","Chiquilistlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"465","Cihuatlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"466","Cocula",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"467","Colotlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"468","Concepción de Buenos Aires",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"469","Cuautitlán de García Barragán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"470","Cuautla",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"471","Cuquío",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"472","Degollado",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"473","Ejutla",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"474","El Arenal",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"475","El Grullo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"476","El Limón",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"477","El Salto",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"478","Encarnación de Díaz",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"479","Etzatlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"480","Gómez Farías",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"481","Guachinango",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"482","Guadalajara",2015,"Hostigamiento sexual",0,0,0,0,0,0,1,1,1,2,1,0,6
"483","Hostotipaquillo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"484","Huejúcar",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"485","Huejuquilla el Alto",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"486","Ixtlahuacán de los Membrillos",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"487","Ixtlahuacán del Río",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"488","Jalostotitlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"489","Jamay",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"490","Jesús María",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"491","Jilotlán de los Dolores",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"492","Jocotepec",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"493","Juanacatlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Juchitlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"495","La Barca",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"496","La Huerta",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"497","La Manzanilla de la Paz",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"498","Lagos de Moreno",2015,"Hostigamiento sexual",0,0,0,1,1,0,0,0,0,0,0,0,2
"499","Magdalena",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"500","Mascota",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"501","Mazamitla",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"502","Mexticacán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"503","Mezquitic",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"504","Mixtlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"505","No Especificado",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"506","Ocotlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"507","Ojuelos de Jalisco",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"508","Pihuamo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"509","Poncitlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"510","Puerto Vallarta",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"511","Quitupan",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"512","San Cristóbal de la Barranca",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"513","San Diego de Alejandría",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"514","San Gabriel",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"515","San Ignacio Cerro Gordo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"516","San Juan de los Lagos",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"517","San Juanito de Escobedo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"518","San Julián",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"519","San Marcos",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"520","San Martín de Bolaños",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"521","San Martín Hidalgo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"522","San Miguel el Alto",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"523","San Pedro Tlaquepaque",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,2,0,0,2
"524","San Sebastián del Oeste",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"525","Santa María de los Ángeles",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"526","Santa María del Oro",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"527","Sayula",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"528","Tala",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"529","Talpa de Allende",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"530","Tamazula de Gordiano",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"531","Tapalpa",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"532","Tecalitlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"533","Techaluta de Montenegro",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"534","Tecolotlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"535","Tenamaxtlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"536","Teocaltiche",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"537","Teocuitatlán de Corona",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"538","Tepatitlán de Morelos",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"539","Tequila",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"540","Teuchitlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"541","Tizapán el Alto",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"542","Tlajomulco de Zúñiga",2015,"Hostigamiento sexual",0,0,1,0,0,0,1,0,0,0,2,0,4
"543","Tolimán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"544","Tomatlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"545","Tonalá",2015,"Hostigamiento sexual",0,0,0,0,0,3,0,0,0,0,0,0,3
"546","Tonaya",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"547","Tonila",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"548","Totatiche",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"549","Tototlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"550","Tuxcacuesco",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"551","Tuxcueca",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
